(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) Substances actives;(produit) fonctions;(produit) formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;Unnamed: 29
PPP;9400485;SARMAN F;AMAROK | CORTEGO | ENOMIX F | ESCADRIL;PHYTEUROP;Produit de référence;Professionnel;;cymoxanil (Cymoxanil) 40.0 g/L | folpel (Folpet) 334.0 g/L;Fongicide;Suspension concentrée;12703203;Vigne*Trt Part.Aer.*Mildiou(s);07/04/2021;11.0;69.0;Autorisé;3.0;L/ha;;;2.0;;;raisin de table.;20.0;;;;
PPP;9400485;SARMAN F;AMAROK | CORTEGO | ENOMIX F | ESCADRIL;PHYTEUROP;Produit de référence;Professionnel;;cymoxanil (Cymoxanil) 40.0 g/L | folpel (Folpet) 334.0 g/L;Fongicide;Suspension concentrée;12703203;Vigne*Trt Part.Aer.*Mildiou(s);07/04/2021;11.0;85.0;Autorisé;3.0;L/ha;28.0;;2.0;;;raisin de cuve.;20.0;;;;
PPP;9400485;SARMAN F;AMAROK | CORTEGO | ENOMIX F | ESCADRIL;PHYTEUROP;Produit de référence;Professionnel;;cymoxanil (Cymoxanil) 40.0 g/L | folpel (Folpet) 334.0 g/L;Fongicide;Suspension concentrée;12703202;Vigne*Trt Part.Aer.*Excoriose;02/03/2015;;;Retrait;;;;;;02/09/2015;02/09/2016;;;;;;
PPP;2171242;KEYFOL WG;;INDUSTRIAL QUIMICA KEY SA;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);20/02/2018;12.0;;Autorisé;2.5;kg/ha;28.0;;3.0;;;Intervalle minimum entre les applications: 10 jours.;5.0;;;;
PPP;2030298;CYPRINE 100;;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de revente;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);25/05/2011;;;Autorisé;0.3;L/ha;21.0;;1.0;;;;50.0;;;;
PPP;2030298;CYPRINE 100;;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de revente;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;25/05/2011;;;Autorisé;0.3;L/ha;21.0;;1.0;;;;50.0;;;;
PPP;2030298;CYPRINE 100;;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de revente;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;12703117;Vigne*Trt Part.Aer.*Chenilles phytophages;25/05/2011;;;Retrait;;;;;;;;;;;;;
PPP;2030298;CYPRINE 100;;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de revente;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;12703112;Vigne*Trt Part.Aer.*Coléoptères phytophages;25/05/2011;;;Retrait;;;;;;;;;;;;;
PPP;2030298;CYPRINE 100;;ARYSTA LIFESCIENCE BENELUX SPRL;Produit de revente;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;12702104;Vigne*Trt Sol*Ravageurs du sol;25/05/2011;;;Retrait;;;;;;;;;;;;;
PPP;2100178;CASSIOPEE;;BAYER SAS;Produit de référence;Professionnel;;fosétyl (Fosetyl) 500.0 g/kg | folpel (Folpet) 250.0 g/kg | iprovalicarbe (Iprovalicarb) 40.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);08/10/2010;;69.0;Autorisé;3.0;kg/ha;;;2.0;;;Raisin de table: ;20.0;;;;
PPP;2100178;CASSIOPEE;;BAYER SAS;Produit de référence;Professionnel;;fosétyl (Fosetyl) 500.0 g/kg | folpel (Folpet) 250.0 g/kg | iprovalicarbe (Iprovalicarb) 40.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);08/10/2010;;;Autorisé;3.0;kg/ha;28.0;;2.0;;;Raisin de cuve: ;20.0;;;;
PPP;2190499;WHISPER;KASHMIR | AUDITORIUM;DE SANGOSSE;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;soufre (Sulphur) 700.0 g/L;Fongicide;Suspension concentrée;12703204;Vigne*Trt Part.Aer.*Oïdium(s);30/07/2019;6.0;81.0;Autorisé;11.4;L/ha;3.0;;10.0;;;;5.0;20.0;;;
PPP;2160383;FLORGIB TABLET;;FINE AGROCHEMICALS LTD;Produit de référence;Professionnel;Liste biocontrôle;acide gibbérellique (Gibberellic acid) 183.7 g/kg;Régulateur de croissance;Comprimé / tablette;12703801;Vigne*Trt Part.Aer.*Act. Qual. Fruits;18/08/2016;;;Autorisé;0.03;tablettes/L;;79.0;2.0;;;;5.0;;;;
PPP;2180889;CUPROZIN 35 WP;;SPIESS-URANIA CHEMICALS GmbH;Produit de référence;Professionnel;Utilisable en agriculture biologique;cuivre (Copper compounds) 350.0 g/kg;Fongicide;Poudre mouillable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);28/12/2018;71.0;85.0;Autorisé;3.0;kg/ha;21.0;;5.0;;;;50.0;;;;
PPP;2180246;EVO TRIBASIC;PADONE | ROGAN;SUMI AGRO FRANCE;Produit de référence;Professionnel;Utilisable en agriculture biologique;cuivre (Copper compounds) 300.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);07/08/2018;;;Autorisé;1.8;kg/ha;21.0;;6.0;;;Intervalle minimum entre les applications : 8 jours. Périodes d'application : entre les stades BBCH 13 et BBCH 60, entre les stades BBCH 71 et BBCH 83 et après récolte, entre les stades BBCH 99 et BBCH 12.;50.0;;;;
PPP;2150387;ENERVIN TEAM;PREVINT | RESPLEND;BASF FRANCE SAS;Produit de référence;Professionnel;;amétoctradine (Ametoctradin) 300.0 g/L | diméthomorphe (Dimethomorph) 225.0 g/L;Fongicide;Suspension concentrée;12703203;Vigne*Trt Part.Aer.*Mildiou(s);;53.0;83.0;Autorisé;1.0;L/ha;35.0;;1.0;;;Pour prévenir le risque de développement de résistance à l'amétoctradine , le produit ne sera utilisé qu'une fois par an et par parcelle. Pour protéger les eaux souterraines, ne pas appliquer d'autre produit contenant de l'amétoctradine plus d'une fois par an sur une parcelle traitée.;5.0;;;;
PPP;2160120;CURSEUR WG;;GRITCHE;Produit de revente;Professionnel;;cyprodinil (Cyprodinil) 375.0 g/kg | fludioxonil (Fludioxonil) 250.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;12/01/2017;;;Autorisé;1.2;kg/ha;21.0;;;;;;5.0;5.0;;;
PPP;2160120;CURSEUR WG;;GRITCHE;Produit de revente;Professionnel;;cyprodinil (Cyprodinil) 375.0 g/kg | fludioxonil (Fludioxonil) 250.0 g/kg;Fongicide;Granulé dispersable;901062;Vigne*Trt Part.Aer.*Champignons producteurs d'ota;12/01/2017;;;Autorisé;1.0;kg/ha;21.0;;1.0;;;Autorisé pour des applications aux stades tardifs de la vigne : C (début véraison) et D (3 semaines avant vendanges).;5.0;5.0;;;
PPP;2130271;TALENDO EXTRA;ASSOCIATE;DUPONT SOLUTIONS (FRANCE) SAS;Produit de référence;Professionnel;;proquinazide (Proquinazid) 160.0 g/L | tétraconazole (Tetraconazole) 80.0 g/L;Fongicide;Concentré émulsionnable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);09/05/2014;;;Autorisé;0.25;L/ha;30.0;;2.0;;;Applications de préférence non consécutives par an et par culture avec un intervalle minimum de 14 jours entre les applications.;20.0;;;;
PPP;9800484;BORNEO;;PHILAGRO France;Produit de référence;Professionnel;Mention abeille;étoxazole (Etoxazole) 110.0 g/L;Acaricide;Suspension concentrée;12703101;Vigne*Trt Part.Aer.*Acariens;31/12/2011;;;Autorisé;0.25;L/ha;35.0;;1.0;;;Vigne: Contre ACARIENS (T. URTICAE);5.0;;;;
PPP;9800484;BORNEO;;PHILAGRO France;Produit de référence;Professionnel;Mention abeille;étoxazole (Etoxazole) 110.0 g/L;Acaricide;Suspension concentrée;12703101;Vigne*Trt Part.Aer.*Acariens;31/12/2011;;;Autorisé;0.5;L/ha;120.0;;1.0;;;Vigne: Contre ACARIENS (E. CARPINI);5.0;;;;
PPP;9800484;BORNEO;;PHILAGRO France;Produit de référence;Professionnel;Mention abeille;étoxazole (Etoxazole) 110.0 g/L;Acaricide;Suspension concentrée;12703101;Vigne*Trt Part.Aer.*Acariens;31/12/2011;;;Autorisé;0.5;L/ha;120.0;;1.0;;;Vigne: Contre ACARIENS (P. ULMI);5.0;;;;
PPP;2060007;CEPSUL ESPECIAL 98,5 %;;CEPSA QUIMICA SA;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;Sulphur (Sulphur) 985.0 g/kg;Fongicide;Poudre pour poudrage;12703204;Vigne*Trt Part.Aer.*Oïdium(s);20/02/2017;15.0;;Autorisé;25.0;kg/ha;5.0;;8.0;;;Intervalle minimum entre les applications : 5 jours.;5.0;20.0;;;
PPP;2150251;POL-SULPHUR 80 WG;;Ciech Sarzyna S.A., ul. ;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);03/08/2015;;;Autorisé;4.0;kg/ha;5.0;;8.0;;;;;;;;
PPP;2010513;DIPEL DF;BACIVERS DF | SCUTELLO DF | BIOBIT DF | BACTURA DF | BACTOSPEINE DF | INSECTOBIOL DF;SUMITOMO CHEMICAL AGRO EUROPE SAS;Produit de référence;Professionnel;Mention abeille | Utilisable en agriculture biologique | Liste biocontrôle;Bacillus thuringiensis subsp. kurstaki SOUCHE: ABTS 351 Collection de cultu (Bacillus thuringiensis subsp. kurstaki strain ABTS 351) 1170.0 10^10 UFC/kg;Insecticide;Granulé dispersable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;29/09/2015;;;Autorisé;1.0;kg/ha;;;6.0;;;- Emploi autorisé durant la floraison et au cours des périodes de production d'exsudats, en dehors de la présence des abeilles;5.0;;;Mention abeille;
PPP;9400462;RAK 1 COCHYLIS;;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(E/Z)9-dodécenylacétate (Straight Chain Lepidopteran Pheromones) 54.5 g/kg;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;01/02/2001;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;- Application avant le début du vol de première génération. - Efficacité montrée sur Cochylis (Eupoecilia ambiguella);;;;;
PPP;2150074;CERAXEL;BCP 358 FC;BELCHIM CROP PROTECTION NV/SA;Produit de référence;Professionnel;Liste biocontrôle;phosphonate disodique (Disodium phosphonate) 500.0 g/L;Fongicide;Concentré soluble;12703203;Vigne*Trt Part.Aer.*Mildiou(s);25/06/2015;12.0;;Autorisé;2.5;L/ha;21.0;;3.0;;;La préparation ne peut être utilisée qu'en association avec une autre préparation fongicide. Limiter les applications de préparations contenant des substances actives fongicides autorisées sur vigne à un total de 10 kg d'équivalent d'acide phosphoreux par hectare et par an.;5.0;;;;
PPP;2160985;POLITHIOL;OVIPRON SUPER | OVITHIOL;UPL EUROPE LTD;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;huile de paraffine/(CAS 97862-82-3) (Paraffin oils) 400.0 g/L;Insecticide | Acaricide;Emulsion de type aqueux;12703136;Vigne*Trt Part.Aer.*Cochenilles;14/02/2017;1.0;3.0;Autorisé;40.0;L/ha;;3.0;1.0;;;;5.0;5.0;;;
PPP;2160985;POLITHIOL;OVIPRON SUPER | OVITHIOL;UPL EUROPE LTD;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;huile de paraffine/(CAS 97862-82-3) (Paraffin oils) 400.0 g/L;Insecticide | Acaricide;Emulsion de type aqueux;12703101;Vigne*Trt Part.Aer.*Acariens;14/02/2017;3.0;7.0;Autorisé;40.0;L/ha;;7.0;1.0;;;;5.0;5.0;;;
PPP;2160985;POLITHIOL;OVIPRON SUPER | OVITHIOL;UPL EUROPE LTD;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;huile de paraffine/(CAS 97862-82-3) (Paraffin oils) 400.0 g/L;Insecticide | Acaricide;Emulsion de type aqueux;12703115;Vigne*Trt Part.Aer.*Erinose;14/02/2017;3.0;7.0;Autorisé;40.0;L/ha;;7.0;1.0;;;;5.0;5.0;;;
PPP;8300025;TOPAZE;ZACRO;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;penconazole (Penconazole) 100.0 g/L;Fongicide;Concentré émulsionnable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);02/02/2017;53.0;79.0;Autorisé;0.25;L/ha;28.0;;2.0;;;2 applications non consécutives.;5.0;;;;
PPP;2171010;KENJA;ZENBY | KRYOR;ISK BIOSCIENCES EUROPE N.V;Produit de référence;Professionnel;;isofétamide (Isofetamid) 400.0 g/L;Fongicide;Suspension concentrée;12703205;Vigne*Trt Part.Aer.*Pourriture grise;20/02/2018;61.0;85.0;Autorisé;1.5;L/ha;21.0;;1.0;;;Le nombre d'applications autorisé est réduit de deux à une afin de prévenir le développement de résistance.;5.0;;;;
PPP;2050076;CANTUS;;BASF FRANCE SAS;Produit de référence;Professionnel;;boscalide (Boscalid) 500.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;20/09/2011;;;Autorisé;1.2;kg/ha;21.0;;1.0;;;;5.0;;;;
PPP;2190492;TUCSAN;;LIFE SCIENTIFIC LTD ;Générique;Professionnel;;boscalide (Boscalid) 500.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;01/08/2019;;;Autorisé;1.2;kg/ha;21.0;;1.0;;;;5.0;;;;
PPP;2090135;NUCOP HI BIO WG;MEXIRAM | COPREN HI BIO WG | COPACABANA HIBIO;Albaugh TKI d.o.o;Produit de référence;Professionnel;Utilisable en agriculture biologique;cuivre de l'hydroxyde de cuivre (Copper compounds) 200.0 g/kg;Bactéricide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);21/12/2009;;;Autorisé;3.75;kg/ha;21.0;;5.0;;;;20.0;;;;
PPP;9800244;TELDOR;LAZULIE;BAYER SAS;Produit de référence;Professionnel;;fenhexamide (Fenhexamid) 500.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;03/03/2011;;;Autorisé;1.5;kg/ha;7.0;;2.0;;;raisin de table: ;5.0;;;;
PPP;9800244;TELDOR;LAZULIE;BAYER SAS;Produit de référence;Professionnel;;fenhexamide (Fenhexamid) 500.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;03/03/2011;;;Autorisé;1.5;kg/ha;14.0;;2.0;;;raisin de cuve: ;5.0;;;;
PPP;9200215;AVISO DF;BATO DF;BASF FRANCE SAS;Produit de référence;Professionnel;;cymoxanil (Cymoxanil) 48.0 g/kg | métirame (Metiram) 570.0 g/kg;Fongicide;Granulé dispersable;12703206;Vigne*Trt Part.Aer.*Black rot;31/07/2017;15.0;79.0;Autorisé;2.5;kg/ha;35.0;;3.0;;;Intervalle minimum entre les applications : 7 jours 3 applications par an et par culture sur l'ensemble du complexe de maladies;5.0;;;;
PPP;9200215;AVISO DF;BATO DF;BASF FRANCE SAS;Produit de référence;Professionnel;;cymoxanil (Cymoxanil) 48.0 g/kg | métirame (Metiram) 570.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);31/07/2017;15.0;79.0;Autorisé;2.5;kg/ha;35.0;;3.0;;;Intervalle minimum entre les applications : 7 jours 3 applications par an et par culture sur l'ensemble du complexe de maladies;5.0;;;;
PPP;2130112;VIO-TRAP;;DAKOFAKA - EVRIKLIS FITSAKIS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;deltaméthrine (Deltamethrin) 125.0 mg/kg | hydrolysat de protéines (Hydrolysed proteins) 21.0 g/kg;Insecticide;Appât prêt à l'emploi;12703140;Vigne*Trt Part.Aer.*Mouches;06/02/2019;79.0;89.0;Autorisé;160.0;pièges/ha;;;2.0;;;Usage autorisé dans le cadre de l'article 51 du règlement (CE) n°1107/2009.;;;;;
PPP;9500147;THIOVIT JARDIN;;SYNGENTA FRANCE SAS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703101;Vigne*Trt Part.Aer.*Acariens;24/09/2015;;;Autorisé;2.0;g/m²;;;1.0;;;;5.0;;;;
PPP;9500147;THIOVIT JARDIN;;SYNGENTA FRANCE SAS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703115;Vigne*Trt Part.Aer.*Erinose;24/09/2015;;;Autorisé;2.0;g/m²;;;1.0;;;;5.0;;;;
PPP;9500147;THIOVIT JARDIN;;SYNGENTA FRANCE SAS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703202;Vigne*Trt Part.Aer.*Excoriose;24/09/2015;;;Autorisé;1.25;g/m²;;;8.0;;;;5.0;;;;
PPP;9500147;THIOVIT JARDIN;;SYNGENTA FRANCE SAS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);24/09/2015;;;Autorisé;1.25;g/m²;;;8.0;;;;5.0;;;;
PPP;9800144;STEWARD;AVAUNT WG | EXPLICIT WG;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;;indoxacarbe (Indoxacarb) 300.0 g/kg;Insecticide;Granulé dispersable;12703117;Vigne*Trt Part.Aer.*Chenilles phytophages;17/12/2010;;;Autorisé;0.125;kg/ha;10.0;;3.0;;;;5.0;5.0;;;
PPP;9800144;STEWARD;AVAUNT WG | EXPLICIT WG;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;;indoxacarbe (Indoxacarb) 300.0 g/kg;Insecticide;Granulé dispersable;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);17/12/2010;;;Autorisé;0.125;kg/ha;10.0;;3.0;;;;5.0;5.0;;;
PPP;9800144;STEWARD;AVAUNT WG | EXPLICIT WG;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;;indoxacarbe (Indoxacarb) 300.0 g/kg;Insecticide;Granulé dispersable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;17/12/2010;;;Autorisé;0.125;kg/ha;10.0;;3.0;;;;5.0;5.0;;;
PPP;2110115;SHERPA 100 EW;APHICAR 100 EW | CYPERFOR 100 EW | SCIPIO 100EW;SBM DEVELOPPEMENT;Produit de référence;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Emulsion de type aqueux;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);15/07/2011;;;Autorisé;0.3;L/ha;7.0;;2.0;;;: - Intervalle entre applications : 21 jours. - Stade d'application : premiers signes d'infestation.;50.0;;5.0;;
PPP;2110115;SHERPA 100 EW;APHICAR 100 EW | CYPERFOR 100 EW | SCIPIO 100EW;SBM DEVELOPPEMENT;Produit de référence;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Emulsion de type aqueux;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;15/07/2011;;;Autorisé;0.25;L/ha;7.0;;2.0;;;: - Intervalle entre applications : 21 jours. - Stade d'application : premiers signes d'infestation.;50.0;;5.0;;
PPP;2110115;SHERPA 100 EW;APHICAR 100 EW | CYPERFOR 100 EW | SCIPIO 100EW;SBM DEVELOPPEMENT;Produit de référence;Professionnel;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Emulsion de type aqueux;12702104;Vigne*Trt Sol*Ravageurs du sol;15/07/2011;;;Autorisé;0.3;L/ha;7.0;;2.0;;;: - Intervalle entre applications : 21 jours. - Stade d'application : premiers signes d'infestation.;50.0;;5.0;;
PPP;2120158;ARGICAL PRO;ARGI NATURE;AGS MINERAUX;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;silicate d'aluminium (Aluminium silicate) 990.0 g/kg;Insecticide;Poudre mouillable;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);19/11/2019;;;Autorisé;20.0;kg/ha;3.0;;6.0;;;Efficacité montrée sur Empoasca vitis. 1ère application au début du vol des cibles.;5.0;5.0;;;
PPP;2180679;OUROUK SC;;ASCENZA France;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 1177.1 g/L;Fongicide;Suspension concentrée;12703203;Vigne*Trt Part.Aer.*Mildiou(s);18/12/2018;13.0;57.0;Autorisé;1.5;L/ha;21.0;;3.0;;;3 applications par an et par culture pour contrôler l'ensemble des maladies. ;50.0;;;;
PPP;2180679;OUROUK SC;;ASCENZA France;Produit de référence;Professionnel;Utilisable en agriculture biologique;oxychlorure de cuivre (Copper compounds) 1177.1 g/L;Fongicide;Suspension concentrée;12703203;Vigne*Trt Part.Aer.*Mildiou(s);18/12/2018;69.0;81.0;Autorisé;1.5;L/ha;21.0;;3.0;;;3 applications par an et par culture pour contrôler l'ensemble des maladies.;50.0;;;;
PPP;2060172;LIDAL;CONCORDE | GALILEO;ISAGRO SPA;Produit de revente;Professionnel;;tétraconazole (Tetraconazole) 100.0 g/L;Fongicide;Concentré émulsionnable;12703206;Vigne*Trt Part.Aer.*Black rot;31/08/2015;;;Autorisé;0.3;L/ha;30.0;;2.0;;;2 applications non consécutives par campagne sur tout le complexe de maladies revendiquées.;5.0;;;;
PPP;2060172;LIDAL;CONCORDE | GALILEO;ISAGRO SPA;Produit de revente;Professionnel;;tétraconazole (Tetraconazole) 100.0 g/L;Fongicide;Concentré émulsionnable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);31/08/2015;;;Autorisé;0.25;L/ha;30.0;;2.0;;;2 applications non consécutives par campagne sur tout le complexe de maladies revendiquées.;5.0;;;;
PPP;2060172;LIDAL;CONCORDE | GALILEO;ISAGRO SPA;Produit de revente;Professionnel;;tétraconazole (Tetraconazole) 100.0 g/L;Fongicide;Concentré émulsionnable;12703207;Vigne*Trt Part.Aer.*Rougeot parasitaire;31/08/2015;;;Autorisé;0.3;L/ha;30.0;;2.0;;;2 applications non consécutives par campagne sur tout le complexe de maladies revendiquées.;5.0;;;;
PPP;2110101;SORCIER;YZEA | GOZAI | GUERRIER;PHILAGRO France;Produit de référence;Professionnel;;pyraflufène-éthyle (Pyraflufen-ethyl) 26.5 g/L;Herbicide;Concentré émulsionnable;12705904;Vigne*Trt Part.Aer.*Epamprage;12/11/2013;;;Autorisé;0.8;L/ha;90.0;;2.0;;;;5.0;;20.0;;
PPP;2110101;SORCIER;YZEA | GOZAI | GUERRIER;PHILAGRO France;Produit de référence;Professionnel;;pyraflufène-éthyle (Pyraflufen-ethyl) 26.5 g/L;Herbicide;Concentré émulsionnable;12705902;Vigne*Désherbage*Cult. Installées;18/05/2016;19.0;75.0;Autorisé;0.8;L/ha;90.0;;2.0;;;Intervalle minimal entre applications : 28 jours Zone non traitée aquatique de 20 mètres, dont dispositif végétalisé permanent de 5 mètres ou 20 mètres.;20.0;;5.0;;
PPP;2190346;AMYLO-X JARDIN;;Mitsui AgriScience International S.A./N.V;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;Bacillus amyloliquefaciens ssp. plantarum souche D747  (Bacillus amyloliquefaciens subsp. plantarum D747) 39000000000 UFC/g;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;11/07/2019;53.0;89.0;Autorisé;2.5;g/10 m²;3.0;;6.0;;;;5.0;;;;
PPP;2170861;ANL-F002;;AGRONATURALIS Ltd;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 4250.0 mg/L;Fongicide;Autre liquide;12703204;Vigne*Trt Part.Aer.*Oïdium(s);27/09/2017;15.0;89.0;Autorisé;100.0;mL/m²;1.0;;5.0;;;Intervalle minimum entre les applications : 7 jours;;;;;
PPP;2170861;ANL-F002;;AGRONATURALIS Ltd;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 4250.0 mg/L;Fongicide;Autre liquide;12703205;Vigne*Trt Part.Aer.*Pourriture grise;27/09/2017;61.0;89.0;Autorisé;100.0;mL/m²;1.0;;5.0;;;Intervalle minimum entre les applications : 8 jours;;;;;
